Feature1,Feature2,Feature3,Feature4,Target
14.71,1019.7,28.862,539.91,151.53
13.988,1019.3,29.278,538.12,152.74
13.556,1018.9,28.627,540.43,151.49
13.196,1018.9,29.238,538.3,152.89
12.922,1019,28.543,540.69,151.46
12.551,1019.2,28.804,540.02,152.04
13.2,1019.4,28.58,540.8,150.78
15.839,1019.6,28.936,540.09,149.3
18.907,1019.8,28.121,539.75,144.11
20.522,1019.6,29.733,537.24,149.97
21.561,1019.4,29.837,537.36,150.15
22.611,1018.9,29.454,538.48,148.67
23.423,1018.3,29.04,540.02,147.32
23.159,1018,29.007,540.57,147.04
22.701,1017.5,29.348,539.4,147.71
22.217,1017.2,29.691,538.16,149
21.968,1017.2,30.338,535.82,151.6
20.759,1017.4,29.407,539.1,149.18
19.741,1017.5,29.555,538.42,150.25
18.441,1017.6,29.477,538.38,151.05
17.048,1017.6,29.061,539.65,150.79
15.872,1017.5,29.341,538.54,152.04
14.772,1017.4,29.146,538.93,152.31
13.736,1017.2,29.478,537.62,153.5
13.166,1017.1,28.97,539.47,152.52
12.655,1016.9,29.456,537.73,153.83
12.493,1016.7,29.161,538.81,153.22
12.318,1016.8,29.646,536.96,154.64
12.068,1016.8,29.043,538.89,153.43
12.064,1017.2,29.556,537.43,154.1
13.092,1017.6,29.275,538.66,152.56
15.793,1018,29.322,538.93,150.51
18.907,1018.3,29.47,538.44,149.57
20.508,1018.5,29.447,538.34,148.97
21.451,1018.3,29.504,538.56,148.67
22.5,1017.9,29.829,537.47,148.76
23.7,1017.5,30.466,535.29,152.29
24.411,1017.1,30.215,536.31,151.4
24.366,1017,30.173,536.45,151.23
23.786,1016.8,30.79,534.52,153.01
23.514,1016.9,30.496,535.35,152.87
22.182,1017.1,31.11,533.05,154.75
20.43,1017.5,30.419,535.27,153.13
18.876,1017.6,30.085,536,153.12
17.463,1017.6,29.425,538.32,152.48
16.477,1017.6,29.639,537.43,152.62
16.13,1017.3,31.269,531.97,156.52
15.765,1017,31.287,532.28,157.06
15.393,1016.8,31.069,532.22,156.56
15.162,1016.7,30.881,532.92,156.28
14.76,1016.6,31.264,531.65,157.18
14.554,1016.6,31.108,532,156.91
14.354,1016.6,31.33,531.47,157.34
14.078,1016.8,30.996,532.95,156.81
14.451,1017,31.143,532.02,156.62
16.65,1017.3,31.015,533.42,154.93
19.811,1017.5,30.504,535,152.14
21.726,1017.5,29.948,537.19,150.42
22.818,1017.3,30.27,536.07,151.09
24.017,1016.8,29.839,538.08,150.31
24.967,1016.3,29.943,537.6,150.55
25.684,1015.8,29.861,537.79,150.55
25.887,1015.3,30.206,537.02,151.24
25.78,1015.2,30.158,536.88,151.17
24.896,1015.2,30.432,535.73,151.54
23.56,1015.2,30.598,535.35,151.95
22.05,1015.2,30.069,536.81,152.04
20.84,1015.1,30.548,535.16,153.39
19.983,1014.9,30.482,535.3,153.68
18.933,1014.6,31.022,533.47,155.44
17.637,1014.3,30.212,535.95,154.03
14.539,1012.2,30.94,531.87,154.68
15.106,1012.2,30.555,535.01,154.53
17.122,1012.3,30.437,535.58,152.31
20.131,1012.3,29.456,539.1,148.65
21.7,1012.2,29.488,538.78,148.3
22.507,1012,29.119,540.3,147.14
23.468,1011.3,29.3,539.66,146.79
24.425,1010.3,28.856,541.32,145.46
25.321,1009.8,29.18,540.29,146.19
25.416,1009.5,29.729,538.27,147.22
25.156,1009.2,29.225,540.07,146.12
15.171,1021.3,34.047,521.64,162.46
15.516,1021.4,30.433,532.67,154.44
16.748,1021.6,30.498,533.2,154.64
17.256,1021.4,30.928,531.59,155.47
17.088,1021.3,30.833,531.84,155.87
15.772,1021.6,31.206,530.32,157.6
15.138,1021.9,30.992,530.98,157.48
15.006,1022.1,31.263,529.85,158.07
14.766,1022.5,31.149,530.43,158.1
14.394,1023,31.499,529.23,158.85
14.184,1023.3,31.208,530.37,158.55
13.946,1023.4,31.196,530.28,158.39
13.847,1023.4,31.079,530.81,158.2
13.738,1023.2,31.316,529.84,158.78
13.656,1023.1,31.19,530.4,158.56
13.679,1023,31.549,529.06,159.38
13.957,1022.8,31.461,529.57,159.13
14.355,1022.8,31.469,529.52,158.66
14.277,1023.1,31.361,529.98,158.65
14.498,1023.4,31.433,529.82,158.48
14.338,1023.4,31.398,529.98,158.6
14.225,1023.6,31.7,528.82,159.39
14.193,1024,32.024,527.67,160.23
14.421,1024.4,31.253,530.23,158.28
14.87,1024.5,31.515,529.26,158.53
15.492,1024.6,31.039,530.75,157.41
15.908,1024.6,31.179,530.07,157.37
16.334,1024.3,31.071,531.09,156.77
16.398,1024.1,31.032,530.47,157.08
16.505,1024.1,30.684,531.2,156.51
16.315,1024.3,31.068,530.51,157.1
15.725,1024.3,30.872,531.46,156.92
15.002,1024.6,31.28,529.85,158.34
14.356,1025.1,31.656,528.72,159.42
13.836,1025.3,31.54,528.79,159.59
13.55,1025.4,31.715,528.78,160.05
12.821,1025.7,32.017,527.36,161.4
12.272,1025.5,31.791,528.16,161.14
12.253,1025.5,31.964,527.36,161.33
12.237,1025.4,31.522,528.79,160.65
11.956,1025.5,32.121,526.94,162
12.693,1025.5,31.838,528.13,160.55
12.686,1025.4,31.74,528.09,160.61
13.237,1025.6,31.394,529.3,159.36
12.572,1025.9,31.986,527.57,161.29
11.707,1025.8,32.301,526.38,162.38
12.71,1026.2,32.512,525.75,161.73
14.157,1026.6,31.345,530.05,158.31
15.072,1026.6,31.438,529.39,158.12
15.548,1026.7,31.125,530.6,157.36
15.991,1026.6,31.255,530.09,157.27
16.356,1026.1,30.981,531.33,156.53
16.821,1025.9,31.031,530.98,156.5
16.799,1025.8,30.997,531.84,156.18
16.458,1025.8,31.326,530.46,157.08
15.869,1025.7,30.968,531.1,157.16
15.261,1025.8,31.564,529.09,158.66
14.819,1026.1,26.245,540.92,140.89
14.41,1026.2,28.252,535.68,146.57
13.802,1026.1,34.822,518.74,165.83
12.388,1026.1,35.176,517.56,167.53
12.08,1025.9,35.011,517.86,167.3
12.372,1025.7,34.998,517.86,166.92
12.718,1025.6,34.907,517.9,166.53
13.352,1025.4,34.657,518.62,165.61
13.455,1025,33.249,523.4,163.04
12.907,1024.7,31.601,528.84,160.23
12.928,1024.7,31.811,528.27,160.37
12.721,1024.5,31.752,528.95,160.07
13.236,1024.5,30.518,533.8,156.23
16.217,1024,30.239,528.3,149.16
16.293,1023.9,33.235,526.25,159.66
15.866,1023.9,33.897,523.48,161.64
15.11,1023.9,34.576,519.93,164.02
14.585,1024.2,26.832,532.38,137.25
14.481,1024.2,33.995,521.84,162.76
14.332,1024.1,20.049,533.7,110.05
13.655,1024.1,18.932,531.46,105.47
12.169,1023.8,22.986,546.43,129.63
11.583,1023.5,22.324,550.25,127.5
11.755,1023.3,19.285,549.52,113.46
12.334,1023,22.14,550.19,126.27
12.814,1022.7,22.391,549.75,126.99
13.554,1022.7,18.906,532.32,104.73
14.038,1022.6,18.781,530.66,103.78
14.183,1023.1,18.869,530.16,103.8
14.477,1023.4,18.733,531.56,103.81
15.037,1023.5,18.602,533.68,103.81
15.423,1023.7,18.656,532.97,103.81
15.407,1023.6,18.753,532,103.81
15.331,1023.2,18.719,531.75,103.8
15.265,1023,18.739,532.05,103.8
14.869,1022.7,18.763,532.43,104.15
14.716,1022.4,18.756,531.47,103.8
14.586,1022.1,18.675,531.92,103.81
14.237,1022.1,18.707,532.22,104.38
13.95,1022.3,18.694,535.79,105.63
13.795,1022.4,18.668,531.54,104.01
13.82,1022.5,18.752,533.24,104.8
13.775,1022.5,18.742,535.16,105.48
13.75,1022.3,18.686,534.77,104.82
14.163,1022.1,18.713,536.15,104.8
14.284,1022.1,24.122,549.9,133.32
14.104,1021.9,23.91,549.82,132.78
13.994,1021.6,19.069,544.06,109.54
14.057,1021.4,24.51,550.04,135.06
14.081,1021.3,22.204,550.03,125.1
14.008,1021.1,22.104,550.04,125.58
13.335,1021.4,24.089,549.19,133.96
14.136,1021.8,24.414,550.04,134.76
15.064,1021.7,24.472,550.11,134.73
15.734,1021.6,25.811,546.87,138.46
16.085,1021.5,30.076,536.97,151.18
16.295,1021,34.766,522.03,161.98
16.332,1020.6,31.802,531.67,155.98
16.492,1020.1,31.379,533.4,154.98
16.414,1019.9,31.823,532.06,156.07
15.979,1019.8,31.528,532.13,156.38
15.199,1019.9,32.518,528.77,159.12
14.697,1020.1,24.498,549.02,134.82
14.013,1020.3,24.258,549.89,134.68
13.127,1020.2,24.309,549.99,135.75
12.353,1019.9,24.356,549.93,136.31
12.169,1019.8,24.191,550.02,135.39
12.245,1019.5,23.931,550.09,133.73
12.413,1019.3,31.82,530.52,158.06
12.816,1019.4,22.883,538.64,123.49
13.116,1019.1,21.699,549.58,123.36
13.25,1018.9,24.077,550.07,133.72
13.422,1018.9,24.122,550.12,133.72
13.444,1018.9,24.127,550.02,133.72
13.418,1018.8,24.111,550.15,133.72
13.511,1019.2,24.361,549.87,134.74
13.831,1019.5,25.765,545.87,138.31
14.72,1019.5,32.454,529.7,158.61
15.483,1019.5,31.711,532.1,156.75
16.096,1019.2,31.893,531.6,156.64
16.613,1018.6,31.483,532.84,155.43
16.881,1018.2,31.777,532.11,155.83
17.105,1018.1,31.476,533.43,155.21
17.178,1018.1,31.663,532.49,155.58
16.954,1018.1,31.461,533.06,155.37
15.545,1018.3,32.019,531.02,157.46
14.518,1018.6,28.249,539.89,146.49
13.717,1018.8,24.263,550.13,134.68
13.082,1019.1,24.172,549.91,134.71
12.345,1019.2,24.17,549.92,135.18
11.621,1019,23.946,549.91,134.65
11.065,1018.9,23.753,550.01,133.99
10.657,1018.8,23.959,549.93,135.19
13.095,1019.1,23.59,546.86,131.43
13.716,1019.6,22.103,549.96,125.36
14.451,1019.6,24.101,549.9,133.53
15.28,1019.5,33.133,525.94,159.32
15.837,1019.3,33.129,525.94,160.37
15.226,1019,24.045,549.91,133.78
14.947,1018.9,23.744,550.19,132.4
14.526,1019,24.117,550.09,134.37
14.341,1018.8,24.138,550.03,133.71
14.466,1018.9,24.193,550.03,133.69
14.286,1019,24.177,550.13,133.71
14.002,1019.1,23.876,550.01,133.33
13.081,1019,23.789,549.99,133.7
12.009,1018.9,23.66,549.98,133.68
11.467,1019,23.872,550.05,134.61
11.29,1018.9,19.305,549.22,114.18
10.983,1018.8,22.665,550.11,129.58
10.588,1018.5,19.026,546.8,112.09
12.915,1017.8,19.47,547.9,113.81
12.829,1018.2,22.294,549.93,126.6
12.781,1018.3,24.1,549.84,134.53
13.099,1018.2,24.122,550.02,134.21
13.836,1017.7,24.121,549.86,133.74
15.11,1017,24.298,550,133.72
15.873,1016.9,24.376,550.08,133.97
15.848,1017,24.274,550.14,133.73
15.757,1017,24.381,549.98,134.39
15.166,1017.1,24.354,549.98,134.75
14.489,1017.4,32.276,529.51,158.98
13.983,1017.7,24.208,549.39,134.78
13.45,1017.8,23.863,550.11,133.72
13.222,1018.1,24.06,550.04,134.41
12.707,1018.2,24.073,549.8,134.43
12.361,1018.2,19.64,546.01,113.78
12.262,1018.1,21.359,549.95,123.37
11.651,1018.2,23.49,549.95,132.33
11.585,1018.2,18.784,519.71,100.83
12.567,1019.4,24.111,550,133.79
13.148,1020,23.17,549.77,129.73
14.102,1020.2,24.143,549.99,133.22
15.289,1020.4,24.442,549.77,133.71
16.186,1020.4,24.437,550.13,133.72
16.78,1020.2,24.46,549.97,133.7
16.882,1020,24.512,550.21,133.71
16.673,1019.8,24.603,550.09,134.08
16.604,1019.7,24.416,549.89,133.7
16.087,1019.9,24.245,550.15,133.7
15.329,1020.1,24.518,549.91,135.08
14.724,1020.3,24.188,550.06,133.97
14.515,1020.4,21.294,549.51,120.84
14.174,1020.7,19.208,549.1,111.86
13.412,1020.8,19.219,547.84,111.66
12.88,1020.8,19.606,549.17,114.28
12.059,1020.7,22.375,550.18,127.12
11.391,1020.7,23.632,550.06,132.97
10.143,1020.9,19.327,548.9,114.29
10.947,1021.2,21.41,549.56,121.93
13.161,1021.4,24.245,549.88,133.13
15.075,1021.4,24.482,550.15,133.65
15.816,1021.2,24.467,549.75,133.65
16.293,1020.8,24.516,549.86,133.65
16.717,1020.6,19.421,550,111.36
17.041,1020.5,19.073,550.07,109.69
16.983,1020.4,19.051,550.01,109.69
16.792,1020.6,19.216,549.97,110.42
16.093,1021,24.563,550.2,134.41
15.017,1021.4,24.255,550.24,133.74
13.64,1021.6,24.282,550.03,134.67
12.598,1021.8,24.303,550.08,134.99
12.068,1021.9,27.448,546.38,147.85
11.599,1021.7,24.172,549.5,134.51
11.428,1021.8,23.833,550.17,133.45
10.784,1021.9,23.706,550,133.33
10.213,1022,23.657,550.17,134.01
9.9287,1021.9,19.427,539.66,111.59
9.7159,1022,19.157,539.1,110.21
9.804,1021.8,19.222,542.93,111.36
9.9795,1021.9,19.129,549.33,112.68
9.8746,1022.6,22.473,549.68,128.32
10.635,1022.5,24.173,550.1,134.64
12.178,1023.4,24.366,549.95,134.64
14.105,1023.7,21.754,550.19,122.62
15.429,1023.9,23.88,550.04,131.8
16.241,1023.8,19.365,549.9,111.65
16.807,1023.7,19.445,549.98,111.69
17.172,1023.6,19.619,550.02,112.17
17.551,1023.7,19.467,549.99,111.68
17.276,1023.9,19.416,549.78,111.69
16.857,1024.3,21.13,549.9,119.36
16.143,1025.1,24.425,550.02,134.02
15.433,1025.5,24.407,550.08,134.2
14.948,1025.7,24.209,549.87,133.65
14.423,1025.8,24.245,550.05,134
14.671,1026.1,24.269,550.07,133.98
14.99,1026.4,24.428,550.07,134.68
14.807,1026.6,24.329,549.84,134.12
14.726,1026.7,23.918,549.88,132.51
14.331,1026.9,24.004,550.15,133
13.994,1027,19.104,542.82,109.14
13.389,1026.8,19.216,549.74,112.32
13.342,1026.9,19.155,549.6,111.69
13.791,1027.4,19.016,549.64,110.82
14.481,1027.8,18.955,549.65,110.69
14.496,1028.1,18.968,547.44,110.16
14.531,1028.3,18.915,549.64,110.7
14.648,1028.7,18.904,549.53,110.69
14.859,1029,18.978,549.3,110.69
15.281,1028.7,18.966,549.54,110.71
15.427,1028.6,18.961,549.49,110.71
15.255,1028.2,18.963,549.42,110.71
15.08,1028.1,18.925,549.25,110.7
14.658,1028.2,18.96,548.8,110.69
14.021,1028.3,19.189,547.47,111.64
13.416,1028.6,24.684,550.03,136.89
13.042,1029,24.107,550.07,134.21
12.824,1029,24.352,549.81,135.47
12.553,1029.3,24.17,549.91,134.68
12.086,1029.3,23.973,550.04,134.26
11.473,1029.1,23.813,549.98,133.91
10.59,1028.9,23.341,549.97,132.37
9.6627,1028.8,23.422,549.94,133.29
9.068,1028.6,23.42,549.94,133.87
8.953,1028.4,19.555,534.47,111.57
9.3241,1028.3,19.632,535.69,111.99
9.783,1028.1,19.306,538.05,110.65
9.5561,1028,19.309,536.8,110.69
9.1545,1028.1,19.363,534.97,110.69
9.1843,1028.1,19.246,537.04,110.52
10.007,1028.2,19.37,547,113.08
12.31,1028.2,21.667,548.95,122.39
13.806,1027.9,29.823,537.98,152.62
14.626,1027.6,20.322,548.99,115.94
15.22,1026.9,23.903,549.92,131.83
15.58,1026.2,21.778,549.79,122.26
15.987,1025.8,18.964,549.87,109.6
16.19,1025.5,18.875,549.87,109.2
15.835,1025.5,23.057,550.16,128.14
14.684,1025.5,25.665,550.04,140.91
13.502,1025.6,24.095,550.3,134.4
12.194,1025.4,24.06,550.06,134.67
11.308,1025.1,23.861,550.11,134.15
10.508,1025,23.508,550.1,133.12
9.5235,1024.6,23.376,549.97,133.27
8.7271,1024.1,23.507,549.93,133.81
8.3424,1023.6,23.577,549.95,134.18
7.9491,1023,21.227,542.29,120.86
7.7253,1022.7,19.223,537.24,110.5
7.3961,1022.4,19.12,537.51,110.83
7.8253,1022.1,19.029,542.56,111.69
7.5416,1021.8,19.091,541.25,111.69
7.0397,1021.4,19.182,540.04,111.67
7.0773,1021.2,19.31,542.29,112.26
8.0424,1020.9,20.762,544.88,118.64
10.396,1020.5,24.126,550.14,133.66
13.249,1020,24.207,550.19,133.67
14.339,1019.3,24.236,549.99,133.68
15.033,1018.5,24.289,550.18,133.68
15.738,1017.9,24.362,549.91,133.68
16.181,1017.5,24.391,550.17,133.68
16.312,1017.1,24.375,549.91,133.66
15.979,1016.6,24.4,550.37,133.67
15.01,1016.6,24.337,549.99,133.83
14.062,1016.5,24.316,549.88,133.98
13.624,1016.5,24.416,550.27,134.69
13.371,1016.5,24.325,550,134.69
12.397,1016.5,24.183,549.94,134.7
11.858,1016.4,24.046,549.88,134.53
11.808,1016.3,24.115,549.84,134.3
12.128,1016.1,23.782,549.73,132.89
11.752,1015.9,19.109,546.77,111.36
11.815,1015.5,19.077,549.64,111.96
12.518,1015.5,19.296,549.97,112.39
12.961,1015.7,19.142,549.96,111.7
12.879,1015.4,19.176,549.95,111.69
12.589,1015.6,19.138,549.25,111.29
12.639,1016.2,22.347,549.15,125.25
13.91,1016.6,24.262,549.86,133.32
14.625,1016.7,24.33,549.92,133.68
15.306,1016.8,24.349,549.98,133.59
15.442,1016.9,24.016,550.04,132.7
15.298,1016.9,24.2,550.12,133.69
14.658,1016.9,18.96,537.92,106.88
14.625,1017,20.669,549.76,118.85
14.338,1017.1,20.111,550,116.35
13.906,1017.2,19.952,550.06,115.79
13.465,1017.5,31.796,530.38,157.52
12.85,1017.8,26.482,544.14,142.65
12.433,1018.1,24.045,550.06,134.72
12.616,1018.5,24.059,550.1,134.63
12.885,1019,19.26,549.25,112.93
11.179,1023.1,23.891,549.7,134.25
11.41,1023.6,27.031,542.56,144.81
11.381,1023.9,35.16,518.58,166.78
11.437,1024,32.575,527.35,161.8
11.55,1024.1,23.984,549.41,134.78
10.783,1025.7,28.202,538.33,148.07
10.541,1026.4,23.483,550.08,133.14
10.158,1026.8,23.553,550.17,133.71
9.2391,1027.1,23.355,549.96,133.71
8.8662,1027.4,23.307,549.9,133.66
9.5927,1028.4,18.897,512.45,100.52
9.3647,1028.2,18.835,512.6,100.96
9.4866,1028.7,25.371,542.86,138.99
8.8042,1028.7,32.775,525.96,164.1
9.1539,1028.2,32.751,526.01,163.49
10.35,1027.7,32.692,526.63,162.32
10.843,1027.3,32.542,527.3,162.01
11.144,1027.2,32.72,526.89,162.14
11.114,1027.2,32.402,528.09,161.86
10.705,1027.4,32.774,526.2,163.12
10.297,1027.8,29.421,534.47,152.65
9.9901,1028,22.967,550.1,131.72
9.8112,1027.9,23.472,550.05,133.7
9.62,1028,21.839,543.99,124.25
9.3385,1028.1,22.594,547.88,129.36
9.4097,1027.9,18.987,512.6,100.32
9.8512,1027.6,18.764,513.17,100.17
10.902,1025.2,32.595,527.62,161.07
10.096,1022.1,20.453,547.38,119.01
10.641,1022,20.117,549.97,117.57
10.992,1022,29.971,534.38,152.42
11.19,1021.7,32.187,529.35,160.55
11.823,1021,32.313,528.64,160.57
12.236,1020.3,32.265,529.04,160.39
12.173,1019.7,32.104,529.69,159.92
12.468,1019,31.995,530.08,159.53
12.189,1018.9,32.739,527.92,161.34
11.939,1018.8,32.209,529.79,160.3
11.796,1018.7,32.166,529.87,160.2
11.649,1018.7,33.219,526.64,162.56
11.61,1018.6,29.639,536.34,152.24
11.414,1018.4,24.027,549.92,134.44
11.535,1018.2,24.128,550.02,134.56
11.377,1017.4,19.397,548.38,113.35
10.489,1015.7,20.09,548.7,117.21
10.992,1016,27.644,532.32,140.99
11.263,1016.2,32.361,529.03,160.78
11.662,1016.4,32.493,528.62,160.73
12.1,1016.1,31.974,531,159.41
12.521,1015.6,32.186,530.08,159.53
12.761,1015.4,31.939,530.86,158.95
12.729,1015.4,32.199,530.37,159.61
12.688,1015.3,31.965,530.73,159.29
12.21,1015.7,32.798,527.81,161.46
11.843,1016,32.351,529.4,160.78
11.775,1016.3,32.753,527.99,161.75
11.66,1016.4,32.153,529.86,160.76
11.528,1016.7,25.245,545.92,138.05
11.171,1016.9,23.756,549.95,133.76
10.635,1017,18.981,529.37,106.35
10.544,1017.4,19.136,540.79,110.33
8.9327,1018.1,21.013,547.02,121.71
9.3295,1018.5,19.889,549.95,116.46
10.271,1018.7,30.834,532.41,154.08
11.585,1018.7,32.209,529.91,160.21
12.394,1018.5,32.326,529.34,160.1
13.018,1018.2,31.958,530.67,158.87
13.363,1018.2,32.314,529.98,159.17
13.175,1018.3,32.206,530.33,159.11
13.016,1018.4,32.439,529.38,159.8
12.423,1018.7,32.358,529.49,160.32
11.455,1019.3,32.476,529,161.2
10.519,1019.7,33.276,526.14,163.59
9.9551,1019.9,32.793,527.68,162.75
9.5208,1020,32.29,528.97,160.66
9.2473,1020.3,23.085,549.78,131.26
9.1778,1021.9,21.405,547.44,123.68
9.5087,1022.4,19.928,547.37,115.84
9.612,1022.7,36.003,517.32,168.52
10.165,1022.8,35.902,517.59,168.03
11.009,1022.6,33.198,526.15,162.55
11.511,1022.4,32.258,529.26,160.59
11.808,1022.3,32.541,528.39,160.94
11.861,1022.5,32.326,528.76,160.83
11.207,1022.8,32.674,527.44,161.93
10.759,1022.9,32.487,528.15,161.83
9.9339,1023.3,32.989,526.17,163.66
8.8003,1023.4,32.935,526.93,164.33
8.0815,1023.4,33.327,524.93,165.71
7.3401,1023.4,33.322,524.93,166.25
6.7873,1023.4,25.759,542.92,141.86
6.9505,1023.2,19.491,533.87,111.98
7.2827,1022.8,21.61,541.48,123.3
8.056,1023,21.75,549.95,125.91
9.3232,1023.1,33.027,526.16,163.14
9.8909,1023.3,32.513,528.13,162.25
10.768,1022.8,32.644,528.15,161.63
11.357,1022.2,32.423,528.69,161.21
11.547,1021.7,32.574,528.41,161.31
11.804,1021.6,32.243,528.92,160.7
11.795,1021.6,32.265,529.09,160.74
11.345,1021.8,32.779,527.38,162.02
10.534,1022.1,32.88,527.42,162.59
10.164,1022.2,33.179,526.59,163.33
9.1165,1022.1,29.815,534.28,153.28
8.247,1022,21.381,549.9,124.66
7.0598,1022.1,21.4,550.06,125.4
5.9311,1021.8,19.292,534.91,111.37
6.9578,1022,19.691,542.24,114.85
7.2303,1022.3,19.618,543.51,114.53
8.4911,1022.5,23.713,549.97,133.4
10.639,1022.6,23.998,550.11,133.7
12.151,1022.1,22.725,549.92,127.72
13.048,1021.4,22.1,549.93,124.68
13.801,1021,20.021,550.1,114.94
14.454,1020.8,20.439,549.94,116.79
14.191,1020.9,21.316,549.87,120.9
13.463,1020.9,23.3,549.99,129.54
12.546,1021,23.482,550.03,131.09
11.58,1021.1,24.119,550.02,134.28
10.652,1021.3,24.044,549.9,134.69
9.5528,1021.3,23.907,550.04,134.7
8.8953,1021.5,23.981,549.94,135.09
7.2835,1021.7,19.663,540.65,114.17
8.618,1022.1,19.073,540.28,110.78
10.917,1022.7,24.257,547.48,132.84
12.359,1022.7,32.518,528.98,159.42
13.075,1022.6,32.208,530.08,158.43
13.926,1022.2,32.328,530.04,158.39
14.603,1021.9,31.959,531.24,157.6
14.934,1021.8,32.416,529.87,158.62
15.186,1021.9,32.204,530.29,158.36
14.562,1022,32.792,528.9,159.95
13.629,1022,33.261,526.9,161.55
12.515,1022.2,33.077,527.4,161.87
11.354,1022.3,23.794,549.32,133.18
10.891,1022.5,22.934,550.03,129.76
11.035,1022.6,22.824,550.05,129.12
10.992,1022.4,19.395,530.74,107.81
6.1602,1021.9,21.535,548.35,125.67
6.5803,1022.2,20.118,549.23,118.43
8.3883,1022.4,23.796,549.79,133.4
10.925,1022.5,24.151,549.91,133.73
12.486,1022.1,24.24,549.83,133.73
13.42,1021.6,24.274,549.77,133.72
14.047,1021.2,24.288,550.17,133.72
14.072,1021.3,24.276,550.08,133.73
14.187,1021.4,19.374,546.2,111.02
14.119,1021.6,21.083,549.68,119.86
12.749,1021.7,33.555,525.97,162.7
10.898,1021.9,25.445,543.52,138.49
9.4187,1022.1,21.988,550.37,126.73
8.7192,1022.5,22.927,549.84,130.75
8.2625,1022.7,23.591,550.08,133.75
7.6572,1023.1,19.772,529.09,110.28
7.3096,1023.2,19.738,536.3,112.33
6.8689,1024.9,19.278,544.6,111.97
6.9782,1025.5,22.526,547.82,128.4
8.6528,1025.7,24.064,549.91,134.23
11.647,1025.8,24.402,550.19,134.7
12.951,1025.6,24.424,550.05,134.7
13.721,1025.2,24.438,550.06,134.7
14.241,1024.9,27.997,540.57,144.86
14.311,1024.9,31.998,530.41,157.96
13.779,1025.3,32.423,528.84,159.55
12.871,1025.6,32.316,528.94,160.26
11.963,1026,32.486,527.97,161.28
11.229,1026.3,26.365,542.03,141.99
10.934,1026.5,23.641,549.9,133.73
10.672,1026.9,23.641,550.08,133.73
10.697,1027.3,23.763,550.02,134.1
10.77,1027.7,19.282,523.59,104.4
10.844,1027.9,19.265,544.72,112.31
9.8946,1028.2,21.095,545.32,121.01
10.429,1028.5,20.055,549.91,116.74
11.107,1028.7,23.913,550.08,134.37
11.478,1028.7,23.979,550.01,134.74
12.097,1028.3,24.121,550.08,134.75
12.395,1028,19.576,544.06,112.04
11.783,1027.8,22.854,549.97,129.66
11.342,1027.8,22.688,549.88,128.78
10.894,1027.9,22.559,550,128.88
10.454,1028,22.715,549.86,129.73
10.966,1028.4,27.002,536.39,140.58
11.302,1029.1,19.85,549.69,116.05
11.335,1029.4,21.064,550.04,121.72
11.282,1029.5,22.135,550.11,126.65
10.556,1029.1,19.015,534.68,108.13
9.9366,1029,20.72,547.45,120.1
10.137,1029.3,19.625,549.49,115.18
10.335,1029.3,32.376,527.65,160.46
10.565,1029.2,32.747,526.99,162.1
10.76,1028.8,32.947,526.3,162.47
10.836,1028.3,24.548,530.57,129.43
10.803,1027.9,33.283,521.2,160.41
10.58,1027.8,32.685,527.35,162.18
10.381,1027.8,32.773,526.83,162.46
10.234,1027.6,33.005,526.24,163.07
10.04,1027.5,32.24,528.78,161.44
9.9457,1027.5,30.836,532.14,156.32
10.009,1027.2,22.996,549.92,130.82
10.099,1027,23.096,549.94,131.21
10.152,1026.7,20.369,549.43,118.87
9.9078,1026.1,19.366,527.21,108.08
9.6752,1024.6,22.911,546.37,129.76
9.5573,1024.3,23.048,549.91,131.21
9.5146,1023.9,22.111,550.06,127.2
9.6936,1024.3,24.054,547.53,135.16
9.5988,1024.5,23.825,550.05,134.1
9.9222,1024.5,24.077,549.99,134.67
10.592,1024.5,23.873,549.97,133.82
10.756,1023.9,31.903,529.92,158.7
10.788,1023.3,32.746,528.48,161.41
10.947,1022.8,32.943,527.58,161.72
10.91,1022.4,32.689,528.72,161.32
10.828,1022.5,32.991,527.46,161.91
10.767,1022.4,32.756,527.85,161.72
10.736,1022.5,32.957,527.39,162.14
10.57,1022.7,32.108,530.02,160.65
10.439,1022.9,32.978,527.02,162.54
10.523,1023.1,32.943,527.67,162.25
10.693,1023.3,24.644,547,135.43
10.622,1023.6,23.669,550.27,133.15
10.389,1023.9,23.783,550.13,133.79
10.233,1024,21.781,549.1,124.56
10.06,1023.9,19.416,541.95,112.43
9.8812,1024,19.127,544.05,111.39
9.5056,1024.3,19.087,544.51,111.68
9.0787,1024.4,19.103,543.76,111.67
8.4997,1025.7,19.406,539.25,112.15
9.8494,1025.5,21.122,548,121.6
10.774,1025.2,21.996,550.07,125.66
11.162,1024.8,20.53,546.28,117.63
11.515,1024.3,19.825,549.52,115
11.794,1023.9,19.23,549.31,112.01
10.798,1023.6,20.041,548.16,116.57
9.8826,1023.5,21.008,549.95,121.45
9.1629,1023.5,21.679,549.93,124.33
8.1514,1023.4,21.806,549.99,125.69
7.1193,1023.3,22.025,549.99,127.04
4.8001,1022.3,23.592,549.07,135.02
4.3196,1021.5,20.099,534.39,114.36
3.9385,1021.3,20.031,526.3,111.7
3.7319,1021,20.067,529.93,112.99
3.493,1020.8,20.109,533.57,114.59
3.4907,1020.8,20.098,525.35,111.91
3.7194,1020.9,22.965,545.45,130.68
